session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
2000,17,2203,50,34,45,131,34,5,34,193,3
2001,50,50,50,37,23,50,5,34,34,5,3
2002,34,5,34,5,34,5,34,5,34,34,3
2003,34,34,34,34,34,34,34,34,34,39,3
2004,34,34,34,34,34,34,34,34,34,34,3
2005,34,34,34,34,34,50,50,80,6,350,3
2006,17,18,50,504,350,504,5,350,131,34,3
2007,293,374,4842,374,875,875,801,350,504,350,3
2008,85,52,504,504,504,504,5,1580,504,350,3
2009,52,38,22,13,350,504,85,19,38,13,3
2010,52,34,131,260,131,107,350,15,350,350,3
2011,504,34,350,504,173,46,20,5,304,504,3
2012,504,5,350,504,350,5,131,1058,5,52,3
2013,562,1090,1919,1919,22,50,18,17,1090,34,3
2014,1919,15,50,491,506,18,506,1058,17,131,3
2015,5,506,128,491,506,5,506,150,22,20,3
2016,491,5,491,562,491,491,491,491,491,491,3
2017,491,491,491,491,491,506,1562,491,506,17,3
2018,50,18,13,131,506,1058,506,5,5,491,3
2019,506,1824,67,506,17,491,1562,50,18,506,3
2020,1562,491,131,1058,491,506,349,50,18,5,3
2021,5,17,1058,683,131,1824,506,1824,337,5,3
2022,491,506,6,10,506,506,491,491,506,131,3
2023,204,5,491,491,506,131,1824,506,1562,193,3
2024,506,491,210,3,506,3,88,304,5,5,3
2025,5,1562,491,506,131,1058,506,2,506,5,3
2026,304,5,5,5,506,304,506,5,491,491,3
2027,506,1021,1262,34,1021,50,45,22,1262,34,3
2028,1262,18,17,1262,1021,1262,1262,1021,1021,1021,3
2029,1021,1021,5,1021,1021,1262,20,1919,1090,1090,3
2030,1090,1090,5,1090,1090,1090,732,2,1050,476,3
2031,858,980,1692,858,476,1001,732,2,6,10,3
2032,3236,1001,732,858,847,3236,732,1001,1050,847,3
2033,15,847,1001,476,1050,732,858,2,1056,1056,3
2034,1669,2825,3367,3001,5,4833,3209,1056,4515,1669,3
2035,1056,1669,1056,1669,1056,4742,1246,3410,1056,1056,3
2036,2,1056,5,1669,2825,3209,1246,1056,31,3,3
2037,732,476,2,1302,847,858,1302,732,980,1050,3
2038,476,1428,579,1292,1559,3053,18,1292,248,1559,3
2039,17,416,22,1559,5,1428,5,1302,847,1292,3
2040,1302,1302,3053,980,858,732,1050,3939,476,281,3
2041,579,1428,3611,847,1292,4079,6,1291,1302,18,3
2042,1292,1559,17,1428,1292,1559,22,5,4323,2317,3
2043,922,732,858,2317,1474,4905,922,1474,606,606,3
2044,847,732,476,847,980,1302,20,1428,579,17,3
2045,1292,18,1428,22,2,592,31,416,193,592,3
2046,786,123,201,193,592,4314,212,212,720,112,3
2047,88,592,592,593,786,17,592,18,5,251,3
2048,4029,1961,1961,217,764,10,592,786,201,123,3
2049,416,786,18,17,5,4145,259,2158,37,23,3
2050,23,6,770,5,483,508,80,872,52,85,3
2051,5,85,52,1595,340,340,5,340,508,340,3
2052,340,2,2626,3077,340,340,340,340,5,340,3
2053,45,17,203,18,340,562,562,529,5,508,3
2054,340,52,203,203,565,340,340,340,340,5,3
2055,18,5,508,17,340,508,5,565,565,203,3
2056,3665,6,10,562,39,60,60,267,268,81,3
2057,268,268,268,268,268,1203,268,81,312,161,3
2058,168,182,164,182,164,168,161,61,43,81,3
2059,39,39,256,287,69,69,160,67,15,72,3
2060,67,581,67,537,37,23,23,80,85,52,3
2061,15,2,58,58,31,3,3,58,136,5,3
2062,52,15,108,2,118,90,392,108,90,22,3
2063,102,5,90,108,107,107,118,90,20,2,3
2064,532,567,532,15,6,3,15,567,260,251,3
2065,2,173,36,2,36,157,36,3,3,36,3
2066,453,453,797,36,2437,1470,2654,2123,246,1542,3
2067,1470,2123,45,474,768,2437,298,2123,18,768,3
2068,2437,3,2459,474,2,17,1470,417,547,4018,3
2069,2820,4848,5,474,3984,2820,2,3,474,3,3
2070,2,474,474,31,474,474,6,10,105,474,3
2071,474,474,474,474,474,474,474,474,474,474,3
2072,37,474,474,37,23,23,474,474,474,474,3
2073,474,474,474,474,474,474,108,118,2,15,3
2074,108,392,108,90,5,45,17,18,5,2,3
2075,58,136,58,20,1613,22,2,1613,5,22,3
2076,18,45,17,20,3,2,10,6,2,37,3
2077,23,23,23,37,37,23,23,241,37,23,3
2078,237,66,49,237,66,49,2,2,58,58,3
2079,136,2,4844,500,3240,3,207,136,780,687,3
2080,659,583,15,72,207,687,207,500,207,3,3
2081,207,207,3,3240,3,207,630,207,2,207,3
2082,10,6,37,23,237,66,49,66,49,2,3
2083,58,58,58,136,237,66,237,49,2,237,3
2084,66,49,66,49,15,3,2,23,37,69,3
2085,160,69,287,287,107,539,185,41,185,52,3
2086,41,309,52,82,41,185,41,185,85,85,3
2087,23,37,23,23,82,99,70,286,165,44,3
2088,70,70,44,44,734,156,70,447,447,70,3
2089,39,39,41,70,231,82,447,44,70,286,3
2090,141,112,39,72,15,15,15,141,2,37,3
2091,23,23,6,213,3,2,39,23,37,192,3
2092,539,41,41,41,41,165,70,70,44,70,3
2093,70,44,99,70,44,286,187,82,334,97,3
2094,447,44,70,156,82,44,159,95,447,97,3
2095,82,70,44,70,60,60,267,107,539,41,3
2096,185,52,41,52,309,41,185,185,41,185,3
2097,82,85,187,82,67,165,99,286,44,15,3
2098,72,15,37,23,334,23,159,70,70,70,3
2099,44,44,263,2,263,263,80,70,156,95,3
2100,97,39,70,6,80,3,263,263,80,226,3
2101,141,15,112,15,70,44,85,52,2,226,3
2102,31,2,118,90,108,392,564,2,5,564,3
2103,617,90,108,5,15,22,18,45,102,118,3
2104,5,90,107,108,22,17,118,5,564,20,3
2105,564,108,73,5,118,5,22,73,17,73,3
2106,5,108,18,118,22,5,73,17,5,18,3
2107,5,118,118,108,73,1287,5,22,73,466,3
2108,5,5,18,17,118,20,118,682,108,108,3
2109,682,73,5,22,3,108,5,17,5,18,3
2110,73,216,87,15,5,118,260,173,20,87,3
2111,31,10,118,682,108,73,22,5,73,108,3
2112,18,17,5,5,118,20,2,5,108,118,3
2113,5,18,5,17,118,20,34,995,50,31,3
2114,50,689,685,34,45,50,17,18,50,131,3
2115,5,34,50,34,266,50,18,50,17,34,3
2116,50,683,128,5,131,34,273,5,50,34,3
2117,34,266,50,34,18,50,17,50,131,5,3
2118,50,273,5,34,293,67,4138,668,227,227,3
2119,6,227,5,34,304,1167,1167,1167,50,50,3
2120,50,95,2,304,5,34,50,5,50,34,3
2121,34,34,50,266,34,34,328,328,50,17,3
2122,34,18,328,34,328,131,34,50,19,273,3
2123,5,337,34,34,34,34,34,34,34,34,3
2124,34,34,34,34,34,34,34,34,34,575,3
2125,1057,575,1848,34,17,45,50,575,18,131,3
2126,5,575,1057,3685,349,50,50,50,575,6,3
2127,50,266,34,328,50,18,17,131,52,218,3
2128,50,5,273,34,50,328,19,50,266,34,3
2129,328,17,50,18,328,131,328,19,50,5,3
2130,5,23,37,50,273,50,304,5,34,5,3
2131,5,266,34,50,34,50,50,18,17,5,3
2132,50,131,273,34,50,5,193,50,575,1848,3
2133,575,1057,45,575,328,50,328,575,18,17,3
2134,131,328,575,19,5,5,204,575,6,1057,3
2135,304,5,1057,5,5,5,575,1848,1057,575,3
2136,131,575,575,5,304,575,304,1057,5,50,3
2137,50,266,18,50,17,131,50,5,5,273,3
2138,50,34,50,266,355,5,304,34,50,17,3
2139,18,131,34,50,273,34,5,50,95,50,3
2140,34,266,50,355,131,50,50,273,34,50,3
2141,34,50,131,5,6,5,304,34,34,34,3
2142,50,5,13,304,5,34,34,34,5,5,3
2143,50,273,34,34,50,45,17,131,18,34,3
2144,50,5,5,1102,1102,2403,4358,50,926,18,3
2145,1127,17,1102,1102,926,3448,926,131,1498,1102,3
2146,2403,5,1102,2403,5,504,1580,350,350,1127,3
2147,17,350,50,18,926,1498,1498,926,131,5,3
2148,350,504,1127,1127,504,1127,350,350,5,1102,3
2149,986,1316,2793,986,17,18,986,50,131,986,3
2150,1316,5,3060,986,1316,5,5,50,266,34,3
2151,50,5,18,50,17,5,131,34,5,50,3
2152,273,304,5,50,50,986,350,350,350,350,3
2153,304,5,504,350,1102,1102,34,34,34,50,3
2154,34,266,131,50,273,34,5,304,50,95,3
2155,10,54,2,62,54,143,54,86,62,86,3
2156,54,6,286,41,70,231,82,5,108,118,3
2157,5,22,18,5,17,118,20,226,2,95,3
2158,6,36,36,36,3,157,3,453,3,36,3
2159,453,36,727,36,326,935,1042,727,1964,1042,3
2160,871,320,3178,1964,354,329,341,326,651,332,3
2161,935,1042,5,727,387,370,22,300,3,1964,3
2162,651,3178,329,5,387,354,370,320,341,1420,3
2163,2127,300,1964,251,332,2,80,36,720,251,3
2164,36,326,112,3,157,3,36,245,85,85,3
2165,218,36,3,36,3,20,36,3,36,455,3
2166,5,482,211,455,36,3,3,36,2,105,3
2167,37,23,23,15,72,2,786,2,592,31,3
2168,592,416,592,4381,786,259,592,592,4247,999,3
2169,999,557,557,720,592,786,201,123,17,592,3
2170,45,18,5,3682,974,974,999,974,999,786,3
2171,592,201,123,18,5,17,4022,922,1992,1992,3
2172,559,400,400,786,592,17,18,5,4232,592,3
2173,786,352,555,1753,691,18,17,691,5,4250,3
2174,684,684,358,358,358,217,217,212,212,3,3
2175,592,786,17,193,18,193,5,3954,612,668,3
2176,668,592,786,352,691,1753,17,18,5,3328,3
2177,212,786,592,17,18,5,193,4796,1009,358,3
2178,358,2,2,154,476,31,1001,318,732,858,3
2179,154,2688,1050,847,1332,676,2015,980,676,318,3
2180,1424,154,318,453,797,154,2419,797,154,453,3
2181,3026,453,3059,154,797,318,3274,2688,2315,2412,3
2182,2739,4638,676,4065,154,676,795,1424,1190,318,3
2183,3506,1190,795,154,45,453,17,1190,18,797,3
2184,2414,5,1190,154,318,154,154,154,318,1424,3
2185,797,453,2419,154,154,318,676,795,154,676,3
2186,154,1424,318,797,3026,246,453,1190,1190,154,3
2187,318,676,154,318,1424,797,154,453,2419,1190,3
2188,1190,4611,13,13,154,318,154,318,1424,797,3
2189,154,453,4525,154,1133,31,52,1133,3100,1133,3
2190,1143,1133,13,6,45,18,17,1414,1414,4169,3
2191,2,995,50,34,50,34,17,18,50,131,3
2192,5,50,5,34,50,34,34,273,131,131,3
2193,5,34,266,50,131,352,273,555,34,50,3
2194,555,691,752,304,5,34,5,266,34,50,3
2195,131,34,50,273,304,34,5,34,355,34,3
2196,266,50,52,281,52,15,67,50,131,50,3
2197,273,34,5,34,304,50,131,50,50,34,3
2198,273,131,37,5,34,50,34,273,266,34,3
2199,50,18,17,131,5,50,273,34,34,34,3
2200,50,34,266,34,17,18,50,131,5,50,3
2201,5,50,273,34,50,34,266,17,50,18,3
2202,34,131,50,5,5,273,34,50,34,34,3
2203,34,2,5,50,34,266,50,355,18,17,3
2204,131,5,50,273,50,5,304,31,50,355,3
2205,266,18,50,17,131,5,50,562,52,5,3
2206,6,562,3,5,304,88,50,34,266,355,3
2207,18,17,5,131,50,273,34,5,304,34,3
2208,266,34,50,50,131,50,352,691,37,23,3
2209,6,2,39,67,825,15,72,15,72,2,3
2210,263,263,80,37,80,37,23,23,23,2,3
2211,1248,31,1248,1248,1248,1760,1248,3670,3789,1248,3
2212,1248,263,263,6,537,3,1681,2,2,17,3
2213,18,45,5,6,2,3,60,60,60,60,3
2214,267,67,539,107,185,41,41,52,309,82,3
2215,41,41,41,185,85,187,82,70,165,286,3
2216,44,99,70,70,44,41,70,231,334,159,3
2217,70,15,72,15,44,2,141,15,112,734,3
2218,82,734,39,734,156,70,97,286,37,23,3
2219,95,80,314,6,3,2,2567,101,981,181,3
2220,179,981,40,40,40,85,72,15,2,413,3
2221,36,413,3,157,36,15,36,157,413,3,3
2222,36,15,85,218,85,36,3,36,119,36,3
2223,302,193,204,337,5,211,482,23,37,36,3
2224,23,3,455,3,36,87,302,5,87,52,3
2225,36,3,3,2,6,36,36,3,119,3,3
2226,302,3,36,3,302,36,3,36,36,3,3
2227,36,36,105,36,3,119,3,302,36,36,3
2228,3,3,87,349,87,36,3,3,36,377,3
2229,171,302,85,171,36,3,3,171,302,377,3
2230,36,119,3,87,251,87,36,3,119,128,3
2231,36,119,3,302,171,377,36,119,3,3,3
2232,36,260,245,173,171,36,3,119,5,293,3
2233,67,36,3,36,171,377,36,3,3,171,3
2234,36,3,119,302,36,3,119,302,36,119,3
2235,3,3,36,119,3,36,87,302,87,36,3
2236,119,3,3,302,171,377,377,36,3,119,3
2237,3,171,377,36,3,119,3,36,3,119,3
2238,171,3,377,36,3,119,36,3,119,36,3
2239,36,119,3,3,36,119,3,36,171,3,3
2240,119,3,87,87,36,119,3,3,119,36,3
2241,3,3,36,3,119,3,36,3,119,36,3
2242,119,3,3,87,87,105,36,119,3,36,3
2243,87,87,105,37,23,23,539,107,185,41,3
2244,52,41,309,52,82,41,185,85,187,82,3
2245,925,165,44,286,44,70,70,44,334,70,3
2246,159,405,99,116,116,488,226,116,97,405,3
2247,156,156,95,156,305,156,226,305,95,226,3
2248,305,156,488,405,488,286,286,286,286,405,3
2249,488,226,67,67,156,116,41,41,156,581,3
2250,156,929,82,192,312,182,164,81,161,43,3
2251,168,168,161,164,182,156,43,81,116,116,3
2252,929,929,116,97,116,156,116,488,116,116,3
2253,95,405,116,70,70,41,116,539,539,3,3
2254,539,41,107,185,41,52,309,82,41,41,3
2255,185,85,70,187,82,925,72,15,165,44,3
2256,286,70,70,44,70,488,70,99,116,116,3
2257,116,405,2,613,95,97,156,143,54,62,3
2258,2,86,62,54,156,23,37,210,2,177,3
2259,64,15,5,3,15,3,177,64,64,6,3
2260,39,116,488,116,99,405,156,95,156,305,3
2261,2,99,105,3,343,177,45,3,18,17,3
2262,5,177,15,177,5,177,2555,157,3,413,3
2263,36,3,157,3,413,36,5,3,87,85,3
2264,87,85,218,36,119,3,36,3,3,36,3
2265,3,455,36,5,36,36,3,36,36,260,3
2266,173,36,3,36,3,36,3,128,36,337,3
2267,305,36,3,3,36,36,36,119,3,36,3
2268,3,87,245,251,77,116,87,305,105,305,3
2269,305,36,119,3,87,349,87,36,3,3,3
2270,36,36,3,36,302,3,36,3,36,302,3
2271,36,3,36,302,36,3,3,36,305,36,3
2272,3,204,36,3,87,3,36,87,3,3,3
2273,302,36,3,3,36,3,3,3,36,36,3
2274,293,36,3,3,36,36,3,36,3,3,3
2275,302,95,447,488,226,116,156,116,105,116,3
2276,488,226,116,405,405,156,95,447,447,305,3
2277,226,23,37,23,116,36,36,36,36,36,3
2278,36,36,3,36,193,3,15,36,3,5,3
2279,67,3,36,3,36,87,87,36,3,3,3
2280,36,3,3,36,305,3,105,116,116,305,3
2281,116,116,305,4,15,425,15,116,15,187,3
2282,2,808,106,808,45,18,808,5,106,17,3
2283,239,298,808,2,5,281,187,808,18,5,3
2284,17,281,808,4,27,21,3,30,33,10,3
2285,6,116,305,116,2,187,808,5,18,17,3
2286,2,281,808,808,187,5,17,18,5,23,3
2287,37,6,116,107,305,50,31,34,479,995,3
2288,34,685,50,479,689,45,17,34,18,50,3
2289,131,5,50,34,34,34,34,5,5,5,3
2290,50,34,266,479,50,479,34,266,17,479,3
2291,50,18,5,479,50,5,17,18,50,131,3
2292,273,50,34,5,34,50,5,50,273,3961,3
2293,34,5,131,212,50,34,266,479,212,17,3
2294,18,212,479,50,34,34,131,34,50,5,3
2295,273,50,34,34,34,34,34,305,34,34,3
2296,34,34,34,34,34,34,34,34,50,50,3
2297,34,50,50,50,50,304,5,50,5,304,3
2298,50,50,266,34,479,50,479,34,18,131,3
2299,50,34,5,17,34,273,50,50,34,266,3
2300,479,50,17,479,18,273,5,131,50,34,3
2301,50,266,479,479,355,50,18,17,34,131,3
2302,50,273,5,305,304,5,34,34,304,5,3
2303,34,34,273,50,304,5,131,50,4420,227,3
2304,1293,1293,1167,34,34,5,34,34,34,34,3
2305,34,34,34,34,34,34,5,34,34,34,3
2306,34,5,50,34,273,50,5,131,6,34,3
2307,34,34,34,266,50,131,131,50,50,273,3
2308,34,50,95,929,309,52,85,185,305,447,3
2309,447,488,226,116,447,405,116,99,70,70,3
2310,70,44,334,159,286,929,37,23,929,44,3
2311,70,156,95,914,662,914,833,31,1049,914,3
2312,662,914,662,1146,53,590,1049,231,1146,53,3
2313,662,914,590,1049,914,662,1049,44,70,95,3
2314,226,95,70,70,159,52,82,156,662,914,3
2315,460,265,67,265,218,1049,418,265,159,1146,3
2316,53,662,914,590,1049,53,662,914,590,1146,3
2317,1049,914,53,590,1146,44,1049,70,70,914,3
2318,662,1146,590,53,1049,70,914,662,53,1146,3
2319,590,1049,95,70,460,925,70,447,447,488,3
2320,116,99,447,116,405,116,99,226,159,2,3
2321,187,808,17,45,5,18,2,187,808,5,3
2322,18,17,281,808,70,70,70,44,70,472,3
2323,2,447,72,15,488,702,2,414,3,116,3
2324,99,116,447,702,405,82,3,36,413,157,3
2325,3,157,3,36,286,70,44,70,70,3,3
2326,36,36,3,159,334,70,488,116,36,3,3
2327,3,6,87,99,116,156,2,405,95,87,3
2328,3,36,3,302,3,36,36,302,36,3,3
2329,36,3,36,3,36,3,87,87,36,3,3
2330,302,3,36,36,3,3,36,3,36,3,3
2331,36,3,3,302,302,36,3,302,36,3,3
2332,36,3,36,3,87,87,36,3,3,36,3
2333,3,3,36,36,36,3,36,36,3,302,3
2334,36,3,3,302,87,87,36,3,99,4,3
2335,36,3,36,3,36,87,3,36,3,3607,3
2336,36,3,36,116,70,70,70,70,159,87,3
2337,925,44,2,808,187,18,5,938,87,17,3
2338,2,70,281,808,187,5,17,18,281,808,3
2339,488,99,116,116,2,636,629,3,232,636,3
2340,18,853,17,629,2,1755,636,629,3503,636,3
2341,629,352,555,2544,691,555,752,1753,430,430,3
2342,1573,52,5,636,636,405,2,15,95,4190,3
2343,105,41,185,41,156,41,82,636,1755,17,3
2344,232,18,1755,636,1755,232,18,636,17,752,3
2345,636,352,286,6,116,18,636,232,17,1755,3
2346,555,352,1753,752,691,430,95,97,2,3,3
2347,4,21,10,27,156,67,107,41,185,52,3
2348,309,41,52,210,15,72,82,85,67,41,3
2349,185,41,85,968,187,82,968,39,99,70,3
2350,70,968,334,159,968,70,23,37,23,70,3
2351,286,968,44,44,70,968,968,2,1155,3377,3
2352,15,2764,1155,1155,547,417,15,3,1496,5,3
2353,1155,70,95,1155,97,6,156,70,213,2,3
2354,3,80,226,85,1626,2,1626,1626,1626,1626,3
2355,80,80,263,263,263,39,52,3,2,925,3
2356,226,405,116,116,488,99,116,156,405,156,3
2357,156,95,305,116,305,99,2,15,141,112,3
2358,305,2,3,314,116,23,37,23,305,116,3
2359,15,15,15,2,21,10,27,1356,6,9,3
2360,124,77,305,3,51,541,1628,305,51,95,3
2361,305,286,99,1091,9,488,116,226,116,405,3
2362,156,541,1628,124,95,447,447,305,305,15,3
2363,15,226,305,51,116,107,324,3,30,10,3
2364,6,33,37,23,15,72,116,6,116,226,3
2365,305,405,116,226,116,305,770,5,340,5,3
2366,446,746,38,15,260,112,508,446,746,340,3
2367,340,5,5,508,340,309,340,340,340,340,3
2368,340,340,340,340,340,203,5,45,340,18,3
2369,5,17,508,203,5,529,565,203,116,340,3
2370,340,50,995,50,31,34,45,685,479,689,3
2371,50,34,34,50,18,17,131,34,50,266,3
2372,479,355,479,18,17,50,34,131,50,34,3
2373,266,5,50,34,131,50,50,34,273,131,3
2374,50,4088,614,34,34,868,34,358,358,1167,3
2375,34,34,34,34,34,34,34,34,34,34,3
2376,34,50,50,34,50,50,34,273,131,5,3
2377,34,34,34,50,355,266,34,131,50,50,3
2378,273,34,34,50,10,6,50,34,273,5,3
2379,50,34,50,34,131,5,37,23,23,50,3
2380,34,50,34,131,479,34,266,50,45,17,3
2381,479,328,50,18,328,328,50,5,131,273,3
2382,328,50,34,328,328,328,34,5,34,34,3
2383,34,34,34,34,34,34,5,34,5,34,3
2384,34,34,50,5,15,5,5,116,5,5,3
2385,5,5,2,62,54,54,143,54,62,86,3
2386,154,154,31,676,1892,1332,2015,847,732,1050,3
2387,154,1001,980,858,476,318,154,318,154,116,3
2388,154,154,3,154,2,318,154,1758,1332,154,3
2389,2600,2618,3274,676,476,13,154,318,154,1414,3
2390,154,154,318,1414,154,1414,318,1414,154,154,3
2391,676,154,318,154,318,3973,676,154,676,154,3
2392,318,154,318,154,154,154,318,154,154,154,3
2393,4275,1773,1963,18,45,3255,17,1773,22,1963,3
2394,107,107,5,1773,85,2590,20,2590,1407,322,3
2395,322,322,205,322,205,85,80,205,205,205,3
2396,205,116,6,10,205,205,205,205,205,205,3
2397,322,322,205,116,6,305,66,49,49,66,3
2398,49,66,49,66,49,66,116,3550,4,116,3
2399,23,37,2,3,15,116,107,305,116,3,3
2400,10,27,4,21,116,484,4456,737,484,484,3
2401,116,702,3,414,484,484,484,484,116,702,3
2402,116,484,484,484,116,23,37,484,484,226,3
2403,484,484,484,484,484,484,484,484,484,484,3
2404,484,484,484,116,15,72,2,1782,22,2938,3
2405,2483,3690,22,67,2552,2483,1782,2483,2938,2552,3
2406,20,150,1124,22,3,16,2,116,116,484,3
2407,484,484,484,484,484,2,5,5,5,5,3
2408,116,213,2,451,451,1801,22,3110,18,45,3
2409,76,593,451,17,298,1801,593,451,76,2,3
2410,3,521,5,451,76,76,3642,4601,415,451,3
2411,1075,217,217,1178,451,2230,451,451,451,451,3
2412,116,20,451,309,451,547,3005,593,76,417,3
2413,3,2,489,982,76,76,4072,543,543,451,3
2414,451,76,76,451,3,2,451,451,451,76,3
2415,451,451,451,10,6,116,116,23,37,116,3
2416,107,116,305,116,41,226,95,156,23,37,3
2417,15,72,490,15,15,15,15,15,39,537,3
2418,15,21,10,27,3,539,41,185,107,52,3
2419,41,52,309,82,41,41,185,85,187,70,3
2420,82,925,165,70,286,70,70,334,159,44,3
2421,44,156,405,116,116,488,99,116,2794,97,3
2422,405,156,95,156,305,305,6,51,541,116,3
2423,488,4593,116,2794,4761,405,3511,99,156,95,3
2424,447,77,447,490,305,305,51,1497,124,210,3
2425,425,4,15,15,95,124,305,405,305,30,3
2426,10,3,33,6,116,39,286,99,286,286,3
2427,405,156,77,1497,51,9,1628,6,77,1497,3
2428,51,124,37,23,23,116,770,746,5,38,3
2429,446,508,112,260,340,446,746,124,995,685,3
2430,50,31,34,689,479,34,18,45,17,50,3
2431,5,1872,2734,131,50,34,34,266,479,50,3
2432,34,50,479,18,17,131,50,50,34,95,3
2433,34,34,34,34,34,34,34,5,266,479,3
2434,34,50,17,50,479,18,34,131,5,34,3
2435,34,34,34,34,34,34,34,34,34,34,3
2436,34,34,34,34,34,34,50,266,479,34,3
2437,479,45,50,18,17,131,50,34,273,5,3
2438,10,6,34,34,34,34,34,50,116,50,3
2439,50,50,50,124,50,34,34,50,34,273,3
2440,266,355,5,273,131,34,50,3438,212,256,3
2441,85,487,487,487,107,67,487,107,2481,487,3
2442,1293,116,20,487,487,487,20,487,52,1124,3
2443,22,402,20,1124,116,20,20,1124,20,1124,3
2444,1124,20,20,487,116,20,3,124,34,34,3
2445,116,116,154,676,2015,1332,318,1001,1892,980,3
2446,732,1050,847,476,31,154,858,154,318,154,3
2447,154,154,318,476,858,1001,1332,676,732,3923,3
2448,1758,154,154,154,980,4342,2921,732,476,318,3
2449,154,1758,154,154,124,154,318,154,154,154,3
2450,2600,476,318,676,154,2618,154,154,154,116,3
2451,37,23,116,99,44,44,70,70,159,70,3
2452,124,70,156,95,286,70,70,70,44,70,3
2453,44,156,226,487,487,15,72,2,2416,277,3
2454,229,3460,3275,229,277,2416,5,22,4108,31,3
2455,218,22,4056,3,15,2416,3275,20,124,541,3
2456,20,1124,20,2,6,10,107,20,52,85,3
2457,70,925,22,226,70,70,44,70,70,488,3
2458,99,116,116,405,95,3,116,2,603,45,3
2459,18,5,106,17,106,106,239,172,80,2490,3
2460,603,603,17,18,5,793,4,603,18,5,3
2461,17,3,2,10,5,18,603,17,18,17,3
2462,5,603,116,116,6,116,23,37,116,116,3
2463,124,15,77,1497,51,9,1628,6,124,116,3
2464,37,23,77,490,95,77,1497,51,116,124,3
2465,116,15,490,1497,77,2613,51,124,116,15,3
2466,72,2,2838,103,3,1200,2838,3,136,103,3
2467,15,2470,5,116,107,3,2,413,3,36,3
2468,2555,157,36,3,15,593,349,5,67,77,3
2469,157,3,36,3,193,85,218,85,157,3,3
2470,36,3,36,4,6,105,124,116,37,23,3
2471,23,286,41,185,52,41,52,309,41,156,3
2472,3,413,36,413,36,455,36,3,82,87,3
2473,5,15,260,173,226,116,541,156,105,95,3
2474,97,4,15,36,36,72,36,3,157,87,3
2475,15,128,293,337,251,87,15,15,15,15,3
2476,4,15,37,23,15,105,21,27,3,30,3
2477,10,33,4,6,124,3,15,2,3,124,3
2478,27,4,490,21,10,3,541,60,60,60,3
2479,60,267,67,41,539,107,185,52,41,309,3
2480,41,41,185,82,286,82,67,925,165,70,3
2481,70,70,70,405,116,488,99,462,462,116,3
2482,286,97,156,39,447,447,156,447,156,462,3
2483,462,488,99,116,23,37,405,95,305,305,3
2484,80,99,305,85,99,52,95,116,85,187,3
2485,462,462,405,116,99,70,70,334,70,286,3
2486,159,462,156,97,70,70,44,488,70,462,3
2487,462,462,116,99,405,405,405,95,685,689,3
2488,50,34,31,72,15,18,34,50,17,45,3
2489,131,34,50,34,50,34,34,34,34,34,3
2490,34,34,34,34,34,34,34,34,50,266,3
2491,355,50,17,50,34,18,131,34,34,34,3
2492,34,34,34,50,305,6,34,34,50,266,3
2493,34,50,355,18,17,131,5,50,34,273,3
2494,4762,557,217,305,50,15,15,15,2,15,3
2495,141,112,213,3,314,6,2,770,38,446,3
2496,746,5,15,260,112,508,446,746,5,203,3
2497,501,501,45,501,18,446,203,17,5,529,3
2498,446,203,565,446,508,80,5,245,3196,795,3
2499,604,31,15,500,1179,687,3799,3,2762,3805,3
2500,1547,1179,630,3211,2795,1547,15,1179,795,500,3
2501,795,687,4277,1547,1179,37,23,23,1179,795,3
2502,687,4630,583,780,1547,1179,500,10,501,659,3
2503,3,6,207,77,210,4,425,15,15,305,3
2504,21,27,2,30,33,95,462,447,6,41,3
2505,41,41,156,156,97,462,82,116,305,156,3
2506,21,10,3,99,4,9,95,405,447,27,3
2507,2,2641,2128,2641,2851,3542,2128,3187,3238,1832,3
2508,4094,1506,1832,3187,1832,4414,1070,1506,1070,1832,3
2509,1506,2128,4717,2851,3238,3,2,6,39,72,3
2510,15,15,2,2,141,112,37,23,23,3,3
2511,2,537,351,505,351,39,67,72,15,5,3
2512,770,446,112,260,38,746,5,15,508,446,3
2513,15,203,45,5,17,746,446,18,508,203,3
2514,5,529,565,203,446,5,17,501,501,501,3
2515,5,18,565,501,446,501,203,501,446,508,3
2516,80,5,446,309,865,3894,128,211,128,5,3
2517,211,204,2,3,245,128,211,67,37,23,3
2518,23,23,3,10,6,39,2,877,877,1164,3
2519,3,15,877,1164,877,877,1164,301,301,408,3
2520,552,1012,552,408,301,1336,31,1780,106,106,3
2521,3279,239,80,3,2,6,80,85,52,52,3
2522,109,109,109,109,109,109,109,109,109,109,3
2523,109,109,109,109,109,109,109,109,109,109,3
2524,109,109,109,109,109,109,109,109,109,109,3
2525,109,109,109,109,109,109,109,109,109,109,3
2526,109,109,109,109,109,109,109,109,109,109,3
2527,109,109,109,109,109,109,109,109,109,109,3
2528,109,109,109,109,109,109,109,109,109,109,3
2529,109,109,109,109,109,109,109,109,109,1083,3
2530,109,109,109,109,109,109,109,109,109,109,3
2531,109,109,109,109,109,109,109,37,23,1083,3
2532,1083,537,2,141,112,3,2,109,109,109,3
2533,177,3,45,177,18,17,3,3,15,5,3
2534,177,3106,177,3106,3,5,64,177,3,3,3
2535,15,64,64,177,18,3,17,3,15,5,3
2536,177,64,3,5,177,3,15,342,64,64,3
2537,3,343,105,81,161,312,168,182,164,164,3
